Subject,List,FirstorSecond,Experiment,Sentence,Picture,Accuracy,RT
172,3,1,2,Color,Color,1,740
172,3,1,2,Color,Gray,1,796.5
174,1,1,2,Blank,Gray,1,1124
174,1,1,2,Blank,Color,1,1401
174,1,1,2,Color,Color,1,1134.5
174,1,1,2,Color,Gray,1,1306.5
176,3,2,2,Blank,Gray,1,562
176,3,2,2,Blank,Color,1,677.5
176,3,2,2,Color,Color,1,735
176,3,2,2,Color,Gray,1,684
178,1,1,2,Blank,Gray,1,1443
178,1,1,2,Blank,Color,1,1331.5
178,1,1,2,Color,Color,1,1492
178,1,1,2,Color,Gray,0.916666667,1320
182,1,1,2,Blank,Gray,0.916666667,891
182,1,1,2,Blank,Color,1,1078
182,1,1,2,Color,Color,1,1030.5
182,1,1,2,Color,Gray,0.833333333,858
184,3,2,2,Blank,Gray,1,633.5
184,3,2,2,Blank,Color,0.916666667,604
184,3,2,2,Color,Color,1,694.5
184,3,2,2,Color,Gray,1,729.5
186,1,2,2,Blank,Gray,0.916666667,569
186,1,2,2,Blank,Color,1,546.5
186,1,2,2,Color,Color,1,594
186,1,2,2,Color,Gray,1,697.5
188,3,2,2,Blank,Gray,1,636
188,3,2,2,Blank,Color,1,666
188,3,2,2,Color,Color,1,620.5
188,3,2,2,Color,Gray,0.916666667,572
190,1,2,2,Blank,Gray,1,735.5
190,1,2,2,Blank,Color,1,720
190,1,2,2,Color,Color,1,802.5
190,1,2,2,Color,Gray,0.916666667,890
192,3,2,2,Blank,Gray,1,659.5
192,3,2,2,Blank,Color,1,519.5
192,3,2,2,Color,Color,1,538.5
192,3,2,2,Color,Gray,1,598.5
194,1,1,2,Blank,Gray,1,953.5
194,1,1,2,Blank,Color,1,952
194,1,1,2,Color,Color,1,912.5
194,1,1,2,Color,Gray,0.916666667,1058
196,3,1,2,Blank,Gray,1,625.5
196,3,1,2,Blank,Color,0.916666667,520
196,3,1,2,Color,Color,0.916666667,532
196,3,1,2,Color,Gray,1,658
198,1,2,2,Blank,Gray,0.916666667,1005
198,1,2,2,Blank,Color,1,1092
198,1,2,2,Color,Color,1,998.5
198,1,2,2,Color,Gray,1,995
200,3,1,2,Blank,Gray,1,605.5
200,3,1,2,Blank,Color,0.916666667,677
200,3,1,2,Color,Color,0.916666667,569
200,3,1,2,Color,Gray,1,756.5
202,4,2,2,Blank,Gray,1,740.5
202,4,2,2,Blank,Color,1,671
202,4,2,2,Color,Color,1,658.5
202,4,2,2,Color,Gray,1,695
204,2,1,2,Blank,Gray,1,494
204,2,1,2,Blank,Color,1,559
204,2,1,2,Color,Color,1,472
204,2,1,2,Color,Gray,0.833333333,532.5
206,4,2,2,Blank,Gray,0.916666667,1006
206,4,2,2,Blank,Color,1,827.5
206,4,2,2,Color,Color,1,806
206,4,2,2,Color,Gray,1,843.5
208,2,1,2,Blank,Gray,1,570
208,2,1,2,Blank,Color,0.916666667,669
208,2,1,2,Color,Color,1,846
208,2,1,2,Color,Gray,1,684.5
212,2,2,2,Blank,Gray,1,808
212,2,2,2,Blank,Color,1,684
212,2,2,2,Color,Color,1,707.5
212,2,2,2,Color,Gray,0.916666667,693
214,4,1,2,Blank,Gray,1,1084
214,4,1,2,Blank,Color,1,866
214,4,1,2,Color,Color,1,1155.5
214,4,1,2,Color,Gray,1,944.5
216,2,2,2,Blank,Gray,1,1057.5
216,2,2,2,Blank,Color,1,1020.5
216,2,2,2,Color,Color,0.916666667,1105
216,2,2,2,Color,Gray,1,1151
218,4,2,2,Blank,Gray,1,1282.5
218,4,2,2,Blank,Color,1,794
218,4,2,2,Color,Color,1,722.5
218,4,2,2,Color,Gray,1,1020
220,2,2,2,Blank,Gray,1,1654.5
220,2,2,2,Blank,Color,1,1436
220,2,2,2,Color,Color,1,1486
220,2,2,2,Color,Gray,1,1367.5
222,4,1,2,Blank,Gray,1,753
222,4,1,2,Blank,Color,1,618.5
222,4,1,2,Color,Color,1,552
222,4,1,2,Color,Gray,1,680.5
224,2,2,2,Blank,Gray,1,1062
224,2,2,2,Blank,Color,1,848.5
224,2,2,2,Color,Color,1,1133
224,2,2,2,Color,Gray,1,1295.5
226,4,1,2,Blank,Gray,1,1098
226,4,1,2,Blank,Color,1,871
226,4,1,2,Color,Color,0.916666667,801
226,4,1,2,Color,Gray,1,1172
228,2,1,2,Blank,Gray,1,1169.5
228,2,1,2,Blank,Color,1,1125.5
228,2,1,2,Color,Color,0.916666667,1048
228,2,1,2,Color,Gray,1,1107.5
232,2,2,2,Blank,Gray,0.833333333,1661
232,2,2,2,Blank,Color,1,1118.5
232,2,2,2,Color,Color,1,1297
232,2,2,2,Color,Gray,1,1310.5
236,4,2,2,Blank,Gray,0.916666667,662
236,4,2,2,Blank,Color,0.916666667,707
236,4,2,2,Color,Color,1,779
236,4,2,2,Color,Gray,0.916666667,977
238,4,2,2,Blank,Gray,1,593.5
238,4,2,2,Blank,Color,1,590.5
238,4,2,2,Color,Color,1,610.5
238,4,2,2,Color,Gray,1,684.5
1,1,NA,3,Blank,Gray,1,564.5
1,1,NA,3,Blank,Color,1,649.5
1,1,NA,3,Color,Color,1,570.5
1,1,NA,3,Color,Gray,1,711
2,2,NA,3,Blank,Gray,0.916666667,1494
2,2,NA,3,Blank,Color,1,1151.5
2,2,NA,3,Color,Color,1,1108
2,2,NA,3,Color,Gray,1,1223.5
3,3,NA,3,Blank,Gray,1,866
3,3,NA,3,Blank,Color,1,1081
3,3,NA,3,Color,Color,1,935
3,3,NA,3,Color,Gray,1,990.5
5,1,NA,3,Blank,Gray,0.916666667,1335
5,1,NA,3,Blank,Color,1,1490
5,1,NA,3,Color,Color,1,1339
5,1,NA,3,Color,Gray,1,1762.5
6,2,NA,3,Blank,Gray,1,1088.5
6,2,NA,3,Blank,Color,1,1016
6,2,NA,3,Color,Color,1,1002.5
6,2,NA,3,Color,Gray,1,1167
7,3,NA,3,Blank,Gray,0.916666667,999
7,3,NA,3,Blank,Color,1,1051.5
7,3,NA,3,Color,Color,1,1129.5
7,3,NA,3,Color,Gray,0.916666667,910
8,4,NA,3,Blank,Gray,0.916666667,1416
8,4,NA,3,Blank,Color,1,1206
8,4,NA,3,Color,Color,1,1162
8,4,NA,3,Color,Gray,0.916666667,1163
9,1,NA,3,Blank,Gray,1,1491.5
9,1,NA,3,Blank,Color,1,1800
9,1,NA,3,Color,Color,1,1620
9,1,NA,3,Color,Gray,1,1358
10,2,NA,3,Blank,Gray,1,1245
10,2,NA,3,Blank,Color,1,1180.5
10,2,NA,3,Color,Color,0.916666667,1198
10,2,NA,3,Color,Gray,1,1530
11,3,NA,3,Blank,Gray,1,684.5
11,3,NA,3,Blank,Color,1,580
11,3,NA,3,Color,Color,1,490.5
11,3,NA,3,Color,Gray,1,601
12,4,NA,3,Blank,Gray,1,1228
12,4,NA,3,Blank,Color,1,1345.5
12,4,NA,3,Color,Color,1,1446
12,4,NA,3,Color,Gray,1,1353
13,1,NA,3,Blank,Gray,1,1019.5
13,1,NA,3,Blank,Color,1,953.5
13,1,NA,3,Color,Color,1,992
13,1,NA,3,Color,Gray,1,1065.5
14,2,NA,3,Blank,Gray,1,1232.5
14,2,NA,3,Blank,Color,0.916666667,1098
14,2,NA,3,Color,Color,1,1194
14,2,NA,3,Color,Gray,1,1282.5
15,3,NA,3,Blank,Gray,1,734.5
15,3,NA,3,Blank,Color,0.916666667,1008
15,3,NA,3,Color,Color,1,941.5
15,3,NA,3,Color,Gray,1,613.5
16,4,NA,3,Blank,Gray,1,1300
16,4,NA,3,Blank,Color,1,1249.5
16,4,NA,3,Color,Color,1,1149.5
16,4,NA,3,Color,Gray,1,1220
17,1,NA,3,Blank,Gray,0.916666667,1219
17,1,NA,3,Blank,Color,0.916666667,1401
17,1,NA,3,Color,Color,1,1665
17,1,NA,3,Color,Gray,0.916666667,1574
18,2,NA,3,Blank,Gray,1,1026
18,2,NA,3,Blank,Color,1,1124
18,2,NA,3,Color,Color,1,963.5
18,2,NA,3,Color,Gray,1,958.5
19,3,NA,3,Blank,Gray,1,727
19,3,NA,3,Blank,Color,0.916666667,1185
19,3,NA,3,Color,Color,1,684
19,3,NA,3,Color,Gray,1,807
20,4,NA,3,Blank,Gray,0.75,1170
20,4,NA,3,Blank,Color,0.916666667,1146
20,4,NA,3,Color,Color,1,1052.5
20,4,NA,3,Color,Gray,0.833333333,1203.5
21,1,NA,3,Blank,Gray,1,586
21,1,NA,3,Blank,Color,1,459
21,1,NA,3,Color,Color,1,384
21,1,NA,3,Color,Gray,1,582
22,2,NA,3,Blank,Gray,1,1328
22,2,NA,3,Blank,Color,1,1250
22,2,NA,3,Color,Color,0.916666667,1507
22,2,NA,3,Color,Gray,1,1541.5
23,3,NA,3,Blank,Gray,1,1243
23,3,NA,3,Blank,Color,0.916666667,1097
23,3,NA,3,Color,Color,1,1076.5
23,3,NA,3,Color,Gray,1,1076
24,4,NA,3,Blank,Gray,1,1408.5
24,4,NA,3,Blank,Color,1,1726.5
24,4,NA,3,Color,Color,1,1296
24,4,NA,3,Color,Gray,1,1220
26,2,NA,3,Blank,Gray,0.916666667,1566
26,2,NA,3,Blank,Color,0.916666667,1563
26,2,NA,3,Color,Color,1,1399
26,2,NA,3,Color,Gray,1,1439
27,3,NA,3,Blank,Gray,1,866
27,3,NA,3,Blank,Color,1,1047
27,3,NA,3,Color,Color,1,832
27,3,NA,3,Color,Gray,0.916666667,866
28,4,NA,3,Blank,Gray,1,1475
28,4,NA,3,Blank,Color,1,1317.5
28,4,NA,3,Color,Color,1,1283
28,4,NA,3,Color,Gray,0.916666667,1223
29,1,NA,3,Blank,Gray,1,533
29,1,NA,3,Blank,Color,1,619.5
29,1,NA,3,Color,Color,1,672
29,1,NA,3,Color,Gray,1,632.5
30,2,NA,3,Blank,Gray,0.916666667,1408
30,2,NA,3,Blank,Color,1,1195
30,2,NA,3,Color,Color,0.916666667,1136
30,2,NA,3,Color,Gray,1,1468
31,3,NA,3,Blank,Gray,1,601
31,3,NA,3,Blank,Color,1,639
31,3,NA,3,Color,Color,1,635
31,3,NA,3,Color,Gray,1,719.5
32,4,NA,3,Blank,Gray,1,1455
32,4,NA,3,Blank,Color,1,1401
32,4,NA,3,Color,Color,1,1072.5
32,4,NA,3,Color,Gray,1,1612.5
33,1,NA,3,Blank,Gray,1,943.5
33,1,NA,3,Blank,Color,1,844.5
33,1,NA,3,Color,Color,1,992.5
33,1,NA,3,Color,Gray,1,1139.5
34,2,NA,3,Blank,Gray,0.75,1290
34,2,NA,3,Blank,Color,0.833333333,1679.5
34,2,NA,3,Color,Color,1,1252
34,2,NA,3,Color,Gray,0.75,2162
35,3,NA,3,Blank,Gray,1,620.5
35,3,NA,3,Blank,Color,1,569
35,3,NA,3,Color,Color,1,536
35,3,NA,3,Color,Gray,1,644
36,4,NA,3,Blank,Gray,1,1228
36,4,NA,3,Blank,Color,1,1153.5
36,4,NA,3,Color,Color,1,1128
36,4,NA,3,Color,Gray,1,905
37,1,NA,3,Blank,Gray,1,1170.5
37,1,NA,3,Blank,Color,1,1324
37,1,NA,3,Color,Color,1,1170
37,1,NA,3,Color,Gray,1,1279
38,2,NA,3,Blank,Gray,1,708
38,2,NA,3,Blank,Color,0.916666667,600
38,2,NA,3,Color,Color,1,770.5
38,2,NA,3,Color,Gray,0.916666667,951
39,3,NA,3,Blank,Gray,1,1623.5
39,3,NA,3,Blank,Color,1,1792.5
39,3,NA,3,Color,Color,1,1319.5
39,3,NA,3,Color,Gray,1,1866.5
40,4,NA,3,Blank,Gray,1,566
40,4,NA,3,Blank,Color,1,557.5
40,4,NA,3,Color,Color,1,451.5
40,4,NA,3,Color,Gray,1,442.5
41,1,NA,3,Blank,Gray,1,923
41,1,NA,3,Blank,Color,0.916666667,869
41,1,NA,3,Color,Color,1,911.5
41,1,NA,3,Color,Gray,0.916666667,1141
42,2,NA,3,Blank,Gray,1,1148
42,2,NA,3,Blank,Color,0.916666667,944
42,2,NA,3,Color,Color,1,1258
42,2,NA,3,Color,Gray,1,1215
43,3,NA,3,Blank,Gray,1,1110.5
43,3,NA,3,Blank,Color,1,830.5
43,3,NA,3,Color,Color,1,958
43,3,NA,3,Color,Gray,1,903
44,4,NA,3,Blank,Gray,1,668.5
44,4,NA,3,Blank,Color,1,663
44,4,NA,3,Color,Color,0.916666667,653
44,4,NA,3,Color,Gray,1,694.5
45,1,NA,3,Blank,Gray,0.916666667,779
45,1,NA,3,Blank,Color,1,898.5
45,1,NA,3,Color,Color,0.916666667,558
45,1,NA,3,Color,Gray,1,807
46,2,NA,3,Blank,Gray,1,814.5
46,2,NA,3,Blank,Color,1,851
46,2,NA,3,Color,Color,0.916666667,770
46,2,NA,3,Color,Gray,1,914
47,3,NA,3,Blank,Gray,1,1536.5
47,3,NA,3,Blank,Color,0.916666667,1542
47,3,NA,3,Color,Color,0.916666667,1252
47,3,NA,3,Color,Gray,1,1754.5
48,4,NA,3,Blank,Gray,1,1501
48,4,NA,3,Blank,Color,0.916666667,1413
48,4,NA,3,Color,Color,1,1229
48,4,NA,3,Color,Gray,1,1251
49,1,NA,3,Blank,Gray,0.916666667,1721
49,1,NA,3,Blank,Color,0.916666667,1380
49,1,NA,3,Color,Color,1,1801.5
49,1,NA,3,Color,Gray,0.916666667,1785
50,2,NA,3,Blank,Gray,0.916666667,1206
50,2,NA,3,Blank,Color,1,1631
50,2,NA,3,Color,Color,1,1606
50,2,NA,3,Color,Gray,1,1534.5
51,3,NA,3,Blank,Gray,1,2144.5
51,3,NA,3,Blank,Color,0.916666667,2912
51,3,NA,3,Color,Color,1,1540.5
51,3,NA,3,Color,Gray,1,1801.5
52,4,NA,3,Blank,Gray,1,1158
52,4,NA,3,Blank,Color,1,1414
52,4,NA,3,Color,Color,1,1069.5
52,4,NA,3,Color,Gray,1,1179.5
53,1,NA,3,Blank,Gray,1,1136.5
53,1,NA,3,Blank,Color,1,1601
53,1,NA,3,Color,Color,1,1420.5
53,1,NA,3,Color,Gray,1,1326.5
54,2,NA,3,Blank,Gray,1,1128
54,2,NA,3,Blank,Color,1,1039.5
54,2,NA,3,Color,Color,1,1353
54,2,NA,3,Color,Gray,1,1065
55,3,NA,3,Blank,Gray,1,552.5
55,3,NA,3,Blank,Color,0.916666667,713
55,3,NA,3,Color,Color,1,498
55,3,NA,3,Color,Gray,1,515.5
56,4,NA,3,Blank,Gray,1,755
56,4,NA,3,Blank,Color,1,816
56,4,NA,3,Color,Color,1,592
56,4,NA,3,Color,Gray,0.916666667,820
57,1,NA,3,Blank,Gray,0.916666667,716
57,1,NA,3,Blank,Color,0.916666667,892
57,1,NA,3,Color,Color,1,686.5
57,1,NA,3,Color,Gray,0.75,775
58,2,NA,3,Blank,Gray,1,884
58,2,NA,3,Blank,Color,1,843.5
58,2,NA,3,Color,Color,0.916666667,848
58,2,NA,3,Color,Gray,1,921
59,3,NA,3,Blank,Gray,1,1464.5
59,3,NA,3,Blank,Color,1,1561.5
59,3,NA,3,Color,Color,1,1435
59,3,NA,3,Color,Gray,1,1249.5
60,4,NA,3,Blank,Gray,1,520
60,4,NA,3,Blank,Color,1,495.5
60,4,NA,3,Color,Color,1,641.5
60,4,NA,3,Color,Gray,1,485
61,1,NA,3,Blank,Gray,0.833333333,714
61,1,NA,3,Blank,Color,1,573.5
61,1,NA,3,Color,Color,1,603.5
61,1,NA,3,Color,Gray,0.75,1062
62,2,NA,3,Blank,Gray,1,1175.5
62,2,NA,3,Blank,Color,1,1382
62,2,NA,3,Color,Color,0.916666667,1370
62,2,NA,3,Color,Gray,1,1290.5
63,3,NA,3,Blank,Gray,0.916666667,487
63,3,NA,3,Blank,Color,1,617.5
63,3,NA,3,Color,Color,0.916666667,509
63,3,NA,3,Color,Gray,0.833333333,584.5
64,4,NA,3,Blank,Gray,1,1901.5
64,4,NA,3,Blank,Color,1,2330.5
64,4,NA,3,Color,Color,1,1555
64,4,NA,3,Color,Gray,0.916666667,1909
65,1,NA,3,Blank,Gray,1,1048.5
65,1,NA,3,Blank,Color,1,997
65,1,NA,3,Color,Color,1,1501.5
65,1,NA,3,Color,Gray,1,1156
66,2,NA,3,Blank,Gray,0.916666667,983
66,2,NA,3,Blank,Color,1,832
66,2,NA,3,Color,Color,1,1002
66,2,NA,3,Color,Gray,1,966.5
68,4,NA,3,Blank,Gray,0.916666667,759
68,4,NA,3,Blank,Color,0.916666667,661
68,4,NA,3,Color,Color,0.916666667,731
68,4,NA,3,Color,Gray,1,775
69,1,NA,3,Blank,Gray,1,1096
69,1,NA,3,Blank,Color,0.916666667,1320
69,1,NA,3,Color,Color,1,1239.5
69,1,NA,3,Color,Gray,1,1158.5
70,2,NA,3,Blank,Gray,1,879.5
70,2,NA,3,Blank,Color,1,982.5
70,2,NA,3,Color,Color,0.916666667,913
70,2,NA,3,Color,Gray,1,1213.5
71,3,NA,3,Blank,Gray,1,440.5
71,3,NA,3,Blank,Color,0.916666667,412
71,3,NA,3,Color,Color,1,412
71,3,NA,3,Color,Gray,1,431
72,4,NA,3,Blank,Gray,1,2251
72,4,NA,3,Blank,Color,1,2392
72,4,NA,3,Color,Color,1,1704.5
72,4,NA,3,Color,Gray,0.916666667,1514
73,1,NA,3,Blank,Gray,0.916666667,1615
73,1,NA,3,Blank,Color,1,1353
73,1,NA,3,Color,Color,1,1399
73,1,NA,3,Color,Gray,1,2393
74,2,NA,3,Blank,Gray,1,1218.5
74,2,NA,3,Blank,Color,0.916666667,1295
74,2,NA,3,Color,Color,0.916666667,1102
74,2,NA,3,Color,Gray,1,1341.5
75,3,NA,3,Blank,Gray,1,1153.5
75,3,NA,3,Blank,Color,1,988.5
75,3,NA,3,Color,Color,1,892
75,3,NA,3,Color,Gray,1,1157.5
76,4,NA,3,Blank,Gray,1,1930.5
76,4,NA,3,Blank,Color,1,1679.5
76,4,NA,3,Color,Color,1,1504.5
76,4,NA,3,Color,Gray,1,1508
77,1,NA,3,Blank,Gray,0.916666667,955
77,1,NA,3,Blank,Color,1,1231.5
77,1,NA,3,Color,Color,1,1026
77,1,NA,3,Color,Gray,0.916666667,1150
78,2,NA,3,Blank,Gray,1,1117.5
78,2,NA,3,Blank,Color,1,1063
78,2,NA,3,Color,Color,1,1314.5
78,2,NA,3,Color,Gray,1,1288
79,3,NA,3,Blank,Gray,1,1196
79,3,NA,3,Blank,Color,1,1295
79,3,NA,3,Color,Color,1,1293
79,3,NA,3,Color,Gray,1,1129.5
80,4,NA,3,Blank,Gray,1,668.5
80,4,NA,3,Blank,Color,1,563
80,4,NA,3,Color,Color,1,481.5
80,4,NA,3,Color,Gray,1,552.5
81,1,NA,3,Blank,Gray,1,517
81,1,NA,3,Blank,Color,1,600.5
81,1,NA,3,Color,Color,1,656
81,1,NA,3,Color,Gray,1,609.5
82,2,NA,3,Blank,Gray,1,1198
82,2,NA,3,Blank,Color,0.916666667,1074
82,2,NA,3,Color,Color,1,1337.5
82,2,NA,3,Color,Gray,1,1224
83,3,NA,3,Blank,Gray,1,711.5
83,3,NA,3,Blank,Color,0.833333333,817
83,3,NA,3,Color,Color,0.916666667,645
83,3,NA,3,Color,Gray,0.833333333,866.5
84,4,NA,3,Blank,Gray,1,1343
84,4,NA,3,Blank,Color,1,1765
84,4,NA,3,Color,Color,1,1842
84,4,NA,3,Color,Gray,0.916666667,1387
85,1,NA,3,Blank,Gray,1,1335
85,1,NA,3,Blank,Color,1,1745.5
85,1,NA,3,Color,Color,1,1302
85,1,NA,3,Color,Gray,1,1516.5
86,2,NA,3,Blank,Gray,1,1309.5
86,2,NA,3,Blank,Color,1,1381.5
86,2,NA,3,Color,Color,1,1226
86,2,NA,3,Color,Gray,1,1572
87,3,NA,3,Blank,Gray,1,1098.5
87,3,NA,3,Blank,Color,1,1169
87,3,NA,3,Color,Color,0.916666667,1200
87,3,NA,3,Color,Gray,1,1188
89,1,NA,3,Blank,Gray,1,951.5
89,1,NA,3,Blank,Color,1,882
89,1,NA,3,Color,Color,1,900.5
89,1,NA,3,Color,Gray,1,904.5
90,2,NA,3,Blank,Gray,1,1285.5
90,2,NA,3,Blank,Color,1,1116
90,2,NA,3,Color,Color,1,947
90,2,NA,3,Color,Gray,1,1044.5
92,4,NA,3,Blank,Gray,0.916666667,1286
92,4,NA,3,Blank,Color,1,1348.5
92,4,NA,3,Color,Color,1,1258.5
92,4,NA,3,Color,Gray,0.583333333,1497
93,1,NA,3,Blank,Gray,1,1335.5
93,1,NA,3,Blank,Color,1,1266.5
93,1,NA,3,Color,Color,1,1193.5
93,1,NA,3,Color,Gray,1,1537.5
94,2,NA,3,Blank,Gray,1,1010
94,2,NA,3,Blank,Color,1,904
94,2,NA,3,Color,Color,1,1158
94,2,NA,3,Color,Gray,1,994
95,3,NA,3,Blank,Gray,1,1079
95,3,NA,3,Blank,Color,1,1289.5
95,3,NA,3,Color,Color,1,885
95,3,NA,3,Color,Gray,1,951
96,4,NA,3,Blank,Gray,0.916666667,1170
96,4,NA,3,Blank,Color,1,1280
96,4,NA,3,Color,Color,0.916666667,908
96,4,NA,3,Color,Gray,1,962
97,1,NA,3,Blank,Gray,0.916666667,1106
97,1,NA,3,Blank,Color,1,1275.5
97,1,NA,3,Color,Color,1,1254.5
97,1,NA,3,Color,Gray,1,1246
98,2,NA,3,Blank,Gray,1,1363.5
98,2,NA,3,Blank,Color,0.916666667,1301
98,2,NA,3,Color,Color,1,1605.5
98,2,NA,3,Color,Gray,1,1415.5
99,3,NA,3,Blank,Gray,1,1012.5
99,3,NA,3,Blank,Color,1,1268.5
99,3,NA,3,Color,Color,1,1140.5
99,3,NA,3,Color,Gray,1,1358.5
100,4,NA,3,Blank,Gray,1,1427.5
100,4,NA,3,Blank,Color,1,1431
100,4,NA,3,Color,Color,1,1414
100,4,NA,3,Color,Gray,0.916666667,1226
101,1,NA,3,Blank,Gray,1,2219
101,1,NA,3,Blank,Color,1,2435.5
101,1,NA,3,Color,Color,1,2300
101,1,NA,3,Color,Gray,0.916666667,2540
